N,itm,Date,u,v
1,1,2025-09-23 18:30:00,-0.03,0.03
2,2,2025-09-23 19:30:00,-0.04,0.04
3,3,2025-09-23 20:30:00,-0.04,0.06
4,4,2025-09-23 21:30:00,-0.03,0.06
5,5,2025-09-23 22:30:00,-0.02,0.06
6,6,2025-09-23 23:30:00,-0.01,0.06
7,7,2025-09-24 00:30:00,-0.0,0.05
8,8,2025-09-24 01:30:00,0.0,0.03
9,9,2025-09-24 02:30:00,0.0,0.03
10,10,2025-09-24 03:30:00,0.0,0.03
11,11,2025-09-24 04:30:00,-0.0,0.02
12,12,2025-09-24 05:30:00,-0.02,0.03
13,13,2025-09-24 06:30:00,-0.03,0.04
14,14,2025-09-24 07:30:00,-0.04,0.06
15,15,2025-09-24 08:30:00,-0.04,0.08
16,16,2025-09-24 09:30:00,-0.04,0.09
17,17,2025-09-24 10:30:00,-0.03,0.08
18,18,2025-09-24 11:30:00,-0.03,0.09
19,19,2025-09-24 12:30:00,-0.02,0.09
20,20,2025-09-24 13:30:00,-0.0,0.08
21,21,2025-09-24 14:30:00,-0.0,0.08
22,22,2025-09-24 15:30:00,-0.01,0.08
23,23,2025-09-24 16:30:00,-0.01,0.09
24,24,2025-09-24 17:30:00,-0.01,0.09
25,25,2025-09-24 18:30:00,-0.03,0.11
26,26,2025-09-24 19:30:00,-0.05,0.13
27,27,2025-09-24 20:30:00,-0.07,0.14
28,28,2025-09-24 21:30:00,-0.07,0.16
29,29,2025-09-24 22:30:00,-0.08,0.17
30,30,2025-09-24 23:30:00,-0.07,0.17
31,31,2025-09-25 00:30:00,-0.07,0.16
32,32,2025-09-25 01:30:00,-0.08,0.17
33,33,2025-09-25 02:30:00,-0.08,0.16
34,34,2025-09-25 03:30:00,-0.08,0.17
35,35,2025-09-25 04:30:00,-0.09,0.19
36,36,2025-09-25 05:30:00,-0.08,0.21
37,37,2025-09-25 06:30:00,-0.06,0.23
38,38,2025-09-25 07:30:00,-0.03,0.24
39,39,2025-09-25 08:30:00,0.0,0.26
40,40,2025-09-25 09:30:00,0.02,0.27
41,41,2025-09-25 10:30:00,0.02,0.27
42,42,2025-09-25 11:30:00,0.01,0.26
43,43,2025-09-25 12:30:00,-0.01,0.25
44,44,2025-09-25 13:30:00,-0.02,0.23
45,45,2025-09-25 14:30:00,-0.05,0.21
46,46,2025-09-25 15:30:00,-0.06,0.21
47,47,2025-09-25 16:30:00,-0.07,0.2
48,48,2025-09-25 17:30:00,-0.08,0.2
49,49,2025-09-25 18:30:00,-0.08,0.2
50,50,2025-09-25 19:30:00,-0.09,0.2
51,51,2025-09-25 20:30:00,-0.1,0.21
