Date,Depth,CorrTemp,CorrLow,CorrHigh
2024-01-01 09:30:00,5,6.4,3.53,9.26
2024-01-01 09:30:00,10,6.88,4.05,9.71
2024-01-01 09:30:00,15,7.36,4.57,10.15
2024-01-01 09:30:00,20,7.73,5.0,10.46
2024-01-01 09:30:00,30,7.72,5.35,10.09
2024-01-01 09:30:00,40,7.35,5.13,9.56
2024-01-01 09:30:00,50,6.95,4.73,9.17
2024-01-01 09:30:00,65,7.04,4.76,9.32
2024-01-01 09:30:00,80,7.11,4.84,9.37
2024-01-01 09:30:00,100,6.78,4.42,9.13
2024-01-01 10:30:00,5,6.4,3.53,9.26
2024-01-01 10:30:00,10,6.88,4.05,9.71
2024-01-01 10:30:00,15,7.36,4.57,10.15
2024-01-01 10:30:00,20,7.73,5.0,10.46
2024-01-01 10:30:00,30,7.72,5.35,10.09
2024-01-01 10:30:00,40,7.35,5.13,9.56
2024-01-01 10:30:00,50,6.950392105608477,4.730392105608478,9.160392105608476
2024-01-01 10:30:00,65,7.040000000000001,4.760000000000001,9.32
2024-01-01 10:30:00,80,7.11,4.84,9.37
2024-01-01 10:30:00,100,6.78,4.42,9.13
2024-01-01 11:30:00,5,6.4,3.53,9.26
2024-01-01 11:30:00,10,6.88,4.05,9.71
2024-01-01 11:30:00,15,7.36,4.57,10.15
2024-01-01 11:30:00,20,7.73,5.0,10.46
2024-01-01 11:30:00,30,7.72,5.35,10.09
2024-01-01 11:30:00,40,7.35,5.13,9.56
2024-01-01 11:30:00,50,6.951160942144611,4.731160942144611,9.161160942144612
2024-01-01 11:30:00,65,7.040000000000001,4.760000000000001,9.32
2024-01-01 11:30:00,80,7.11,4.84,9.37
2024-01-01 11:30:00,100,6.78,4.42,9.13
2024-01-01 12:30:00,5,6.4,3.53,9.26
2024-01-01 12:30:00,10,6.88,4.05,9.71
2024-01-01 12:30:00,15,7.36,4.57,10.15
2024-01-01 12:30:00,20,7.73,5.0,10.46
2024-01-01 12:30:00,30,7.72,5.35,10.09
2024-01-01 12:30:00,40,7.349607894391522,5.139607894391522,9.569607894391524
2024-01-01 12:30:00,50,6.951899632168963,4.731899632168963,9.161899632168963
2024-01-01 12:30:00,65,7.040000000000001,4.760000000000001,9.32
2024-01-01 12:30:00,80,7.11,4.84,9.37
2024-01-01 12:30:00,100,6.78,4.42,9.13
2024-01-01 13:30:00,5,6.4,3.53,9.26
2024-01-01 13:30:00,10,6.88,4.05,9.71
2024-01-01 13:30:00,15,7.36,4.57,10.15
2024-01-01 13:30:00,20,7.73,5.0,10.46
2024-01-01 13:30:00,30,7.72,5.35,10.09
2024-01-01 13:30:00,40,7.349623269072342,5.1396232690723425,9.569623269072343
2024-01-01 13:30:00,50,6.9526093577431665,4.732609357743167,9.162609357743166
2024-01-01 13:30:00,65,7.040000000000001,4.760000000000001,9.32
2024-01-01 13:30:00,80,7.11,4.84,9.37
2024-01-01 13:30:00,100,6.78,4.42,9.13
2024-01-01 14:30:00,5,6.4,3.53,9.26
2024-01-01 14:30:00,10,6.88,4.05,9.71
2024-01-01 14:30:00,15,7.36,4.57,10.15
2024-01-01 14:30:00,20,7.73,5.0,10.46
2024-01-01 14:30:00,30,7.72,5.35,10.09
2024-01-01 14:30:00,40,7.349638040903304,5.1396380409033045,9.569638040903305
2024-01-01 14:30:00,50,6.953291254579558,4.733291254579559,9.163291254579558
2024-01-01 14:30:00,65,7.040000000000001,4.760000000000001,9.32
2024-01-01 14:30:00,80,7.11,4.84,9.37
2024-01-01 14:30:00,100,6.78,4.42,9.13
2024-01-01 15:30:00,5,6.4,3.53,9.26
2024-01-01 15:30:00,10,6.88,4.05,9.71
2024-01-01 15:30:00,15,7.36,4.57,10.15
2024-01-01 15:30:00,20,7.73,5.0,10.46
2024-01-01 15:30:00,30,7.72,5.35,10.09
2024-01-01 15:30:00,40,7.350044339130966,5.130044339130966,9.560044339130966
2024-01-01 15:30:00,50,6.953946413858555,4.733946413858555,9.163946413858554
2024-01-01 15:30:00,65,7.040000000000001,4.760000000000001,9.32
2024-01-01 15:30:00,80,7.11,4.84,9.37
2024-01-01 15:30:00,100,6.78,4.42,9.13
2024-01-01 16:30:00,5,6.4,3.53,9.26
2024-01-01 16:30:00,10,6.88,4.05,9.71
2024-01-01 16:30:00,15,7.36,4.57,10.15
2024-01-01 16:30:00,20,7.73,5.0,10.46
2024-01-01 16:30:00,30,7.72,5.35,10.09
2024-01-01 16:30:00,40,7.350042600568774,5.130042600568774,9.560042600568774
2024-01-01 16:30:00,50,6.954575883974777,4.734575883974777,9.174575883974777
2024-01-01 16:30:00,65,7.040000000000001,4.760000000000001,9.32
2024-01-01 16:30:00,80,7.11,4.84,9.37
2024-01-01 16:30:00,100,6.78,4.42,9.13
2024-01-01 17:30:00,5,6.4,3.53,9.26
2024-01-01 17:30:00,10,6.88,4.05,9.71
2024-01-01 17:30:00,15,7.36,4.57,10.15
2024-01-01 17:30:00,20,7.73,5.0,10.46
2024-01-01 17:30:00,30,7.72,5.35,10.09
2024-01-01 17:30:00,40,7.350040930176579,5.1300409301765795,9.56004093017658
2024-01-01 17:30:00,50,6.954788566606229,4.7347885666062295,9.174788566606228
2024-01-01 17:30:00,65,7.040392105608477,4.760392105608477,9.330392105608478
