N,itm,Date,u,v
1,1,2025-09-28 18:30:00,1.39,-0.41
2,2,2025-09-28 19:30:00,1.45,-0.39
3,3,2025-09-28 20:30:00,1.45,-0.37
4,4,2025-09-28 21:30:00,1.43,-0.35
5,5,2025-09-28 22:30:00,1.41,-0.35
6,6,2025-09-28 23:30:00,1.38,-0.34
7,7,2025-09-29 00:30:00,1.27,-0.32
8,8,2025-09-29 01:30:00,1.18,-0.31
9,9,2025-09-29 02:30:00,1.04,-0.3
10,10,2025-09-29 03:30:00,0.88,-0.29
11,11,2025-09-29 04:30:00,0.7,-0.27
12,12,2025-09-29 05:30:00,0.56,-0.26
13,13,2025-09-29 06:30:00,0.42,-0.23
14,14,2025-09-29 07:30:00,0.29,-0.19
15,15,2025-09-29 08:30:00,0.16,-0.1
16,16,2025-09-29 09:30:00,0.07,0.0
17,17,2025-09-29 10:30:00,0.07,0.07
18,18,2025-09-29 11:30:00,0.12,0.07
19,19,2025-09-29 12:30:00,0.18,0.03
20,20,2025-09-29 13:30:00,0.31,-0.04
21,21,2025-09-29 14:30:00,0.5,-0.11
22,22,2025-09-29 15:30:00,0.72,-0.19
23,23,2025-09-29 16:30:00,0.79,-0.21
24,24,2025-09-29 17:30:00,0.9,-0.25
25,25,2025-09-29 18:30:00,1.01,-0.3
26,26,2025-09-29 19:30:00,1.17,-0.36
27,27,2025-09-29 20:30:00,1.27,-0.38
28,28,2025-09-29 21:30:00,1.32,-0.37
29,29,2025-09-29 22:30:00,1.35,-0.36
30,30,2025-09-29 23:30:00,1.33,-0.35
31,31,2025-09-30 00:30:00,1.22,-0.34
32,32,2025-09-30 01:30:00,1.11,-0.33
33,33,2025-09-30 02:30:00,0.99,-0.31
34,34,2025-09-30 03:30:00,0.88,-0.28
35,35,2025-09-30 04:30:00,0.77,-0.26
36,36,2025-09-30 05:30:00,0.66,-0.23
37,37,2025-09-30 06:30:00,0.54,-0.19
38,38,2025-09-30 07:30:00,0.43,-0.16
39,39,2025-09-30 08:30:00,0.33,-0.13
40,40,2025-09-30 09:30:00,0.24,-0.1
41,41,2025-09-30 10:30:00,0.16,-0.06
42,42,2025-09-30 11:30:00,0.14,-0.02
43,43,2025-09-30 12:30:00,0.16,0.01
44,44,2025-09-30 13:30:00,0.29,-0.02
45,45,2025-09-30 14:30:00,0.46,-0.08
46,46,2025-09-30 15:30:00,0.64,-0.16
47,47,2025-09-30 16:30:00,0.71,-0.2
48,48,2025-09-30 17:30:00,0.79,-0.24
49,49,2025-09-30 18:30:00,0.88,-0.29
50,50,2025-09-30 19:30:00,1.04,-0.36
51,51,2025-09-30 20:30:00,1.21,-0.4
52,52,2025-09-30 21:30:00,1.34,-0.42
53,53,2025-09-30 22:30:00,1.42,-0.41
54,54,2025-09-30 23:30:00,1.46,-0.4
55,55,2025-10-01 00:30:00,1.45,-0.38
56,56,2025-10-01 01:30:00,1.39,-0.37
57,57,2025-10-01 02:30:00,1.28,-0.35
58,58,2025-10-01 03:30:00,1.13,-0.33
59,59,2025-10-01 04:30:00,0.97,-0.31
60,60,2025-10-01 05:30:00,0.83,-0.28
61,61,2025-10-01 06:30:00,0.69,-0.26
62,62,2025-10-01 07:30:00,0.57,-0.24
63,63,2025-10-01 08:30:00,0.47,-0.21
64,64,2025-10-01 09:30:00,0.37,-0.18
65,65,2025-10-01 10:30:00,0.29,-0.14
66,66,2025-10-01 11:30:00,0.23,-0.08
67,67,2025-10-01 12:30:00,0.21,-0.04
68,68,2025-10-01 13:30:00,0.24,-0.02
69,69,2025-10-01 14:30:00,0.37,-0.06
70,70,2025-10-01 15:30:00,0.55,-0.14
71,71,2025-10-01 16:30:00,0.71,-0.21
72,72,2025-10-01 17:30:00,0.87,-0.28
73,73,2025-10-01 18:30:00,0.9,-0.29
74,74,2025-10-01 19:30:00,0.99,-0.33
75,75,2025-10-01 20:30:00,1.18,-0.37
76,76,2025-10-01 21:30:00,1.33,-0.42
77,77,2025-10-01 22:30:00,1.44,-0.42
78,78,2025-10-01 23:30:00,1.51,-0.4
79,79,2025-10-02 00:30:00,1.53,-0.39
80,80,2025-10-02 01:30:00,1.52,-0.38
81,81,2025-10-02 02:30:00,1.45,-0.37
82,82,2025-10-02 03:30:00,1.32,-0.35
83,83,2025-10-02 04:30:00,1.14,-0.34
84,84,2025-10-02 05:30:00,0.96,-0.31
85,85,2025-10-02 06:30:00,0.82,-0.28
86,86,2025-10-02 07:30:00,0.7,-0.25
87,87,2025-10-02 08:30:00,0.59,-0.23
88,88,2025-10-02 09:30:00,0.49,-0.21
89,89,2025-10-02 10:30:00,0.41,-0.19
90,90,2025-10-02 11:30:00,0.33,-0.16
91,91,2025-10-02 12:30:00,0.28,-0.12
92,92,2025-10-02 13:30:00,0.28,-0.09
93,93,2025-10-02 14:30:00,0.37,-0.12
94,94,2025-10-02 15:30:00,0.46,-0.16
95,95,2025-10-02 16:30:00,0.55,-0.2
96,96,2025-10-02 17:30:00,0.67,-0.26
97,97,2025-10-02 18:30:00,0.78,-0.3
98,98,2025-10-02 19:30:00,0.77,-0.27
99,99,2025-10-02 20:30:00,0.84,-0.29
100,100,2025-10-02 21:30:00,0.97,-0.34
101,101,2025-10-02 22:30:00,1.11,-0.38
102,102,2025-10-02 23:30:00,1.22,-0.4
103,103,2025-10-03 00:30:00,1.27,-0.4
104,104,2025-10-03 01:30:00,1.29,-0.38
105,105,2025-10-03 02:30:00,1.27,-0.36
106,106,2025-10-03 03:30:00,1.21,-0.33
107,107,2025-10-03 04:30:00,1.13,-0.31
108,108,2025-10-03 05:30:00,1.02,-0.29
109,109,2025-10-03 06:30:00,0.9,-0.26
110,110,2025-10-03 07:30:00,0.79,-0.24
111,111,2025-10-03 08:30:00,0.69,-0.22
112,112,2025-10-03 09:30:00,0.61,-0.21
113,113,2025-10-03 10:30:00,0.54,-0.22
114,114,2025-10-03 11:30:00,0.47,-0.22
115,115,2025-10-03 12:30:00,0.41,-0.22
116,116,2025-10-03 13:30:00,0.34,-0.19
117,117,2025-10-03 14:30:00,0.28,-0.15
118,118,2025-10-03 15:30:00,0.26,-0.11
119,119,2025-10-03 16:30:00,0.28,-0.08
120,120,2025-10-03 17:30:00,0.36,-0.09
121,121,2025-10-03 18:30:00,0.5,-0.15
122,122,2025-10-03 19:30:00,0.63,-0.2
123,123,2025-10-03 20:30:00,0.75,-0.24
124,124,2025-10-03 21:30:00,0.84,-0.28
125,125,2025-10-03 22:30:00,0.95,-0.34
126,126,2025-10-03 23:30:00,1.09,-0.38
127,127,2025-10-04 00:30:00,1.19,-0.4
128,128,2025-10-04 01:30:00,1.24,-0.4
129,129,2025-10-04 02:30:00,1.25,-0.37
130,130,2025-10-04 03:30:00,1.21,-0.35
131,131,2025-10-04 04:30:00,1.13,-0.33
132,132,2025-10-04 05:30:00,1.03,-0.31
133,133,2025-10-04 06:30:00,0.92,-0.29
134,134,2025-10-04 07:30:00,0.85,-0.28
135,135,2025-10-04 08:30:00,0.81,-0.27
136,136,2025-10-04 09:30:00,0.78,-0.27
137,137,2025-10-04 10:30:00,0.76,-0.28
138,138,2025-10-04 11:30:00,0.72,-0.28
139,139,2025-10-04 12:30:00,0.68,-0.28
140,140,2025-10-04 13:30:00,0.61,-0.25
141,141,2025-10-04 14:30:00,0.54,-0.22
142,142,2025-10-04 15:30:00,0.47,-0.2
143,143,2025-10-04 16:30:00,0.42,-0.18
144,144,2025-10-04 17:30:00,0.4,-0.18
145,145,2025-10-04 18:30:00,0.42,-0.19
146,146,2025-10-04 19:30:00,0.48,-0.21
147,147,2025-10-04 20:30:00,0.58,-0.24
148,148,2025-10-04 21:30:00,0.68,-0.28
149,149,2025-10-04 22:30:00,0.8,-0.31
150,150,2025-10-04 23:30:00,0.95,-0.34
151,151,2025-10-05 00:30:00,1.12,-0.37
152,152,2025-10-05 01:30:00,1.22,-0.39
153,153,2025-10-05 02:30:00,1.25,-0.38
154,154,2025-10-05 03:30:00,1.23,-0.34
155,155,2025-10-05 04:30:00,1.17,-0.32
156,156,2025-10-05 05:30:00,1.1,-0.3
157,157,2025-10-05 06:30:00,1.03,-0.28
158,158,2025-10-05 07:30:00,0.98,-0.28
159,159,2025-10-05 08:30:00,0.94,-0.28
160,160,2025-10-05 09:30:00,0.92,-0.28
161,161,2025-10-05 10:30:00,0.89,-0.29
162,162,2025-10-05 11:30:00,0.86,-0.3
163,163,2025-10-05 12:30:00,0.82,-0.31
164,164,2025-10-05 13:30:00,0.75,-0.31
165,165,2025-10-05 14:30:00,0.67,-0.29
166,166,2025-10-05 15:30:00,0.57,-0.26
167,167,2025-10-05 16:30:00,0.47,-0.23
168,168,2025-10-05 17:30:00,0.39,-0.2
169,169,2025-10-05 18:30:00,0.34,-0.17
170,170,2025-10-05 19:30:00,0.34,-0.15
171,171,2025-10-05 20:30:00,0.39,-0.16
172,172,2025-10-05 21:30:00,0.49,-0.18
173,173,2025-10-05 22:30:00,0.61,-0.22
174,174,2025-10-05 23:30:00,0.7,-0.24
175,175,2025-10-06 00:30:00,0.75,-0.27
176,176,2025-10-06 01:30:00,0.79,-0.29
177,177,2025-10-06 02:30:00,0.81,-0.3
178,178,2025-10-06 03:30:00,0.79,-0.28
179,179,2025-10-06 04:30:00,0.73,-0.26
180,180,2025-10-06 05:30:00,0.66,-0.24
181,181,2025-10-06 06:30:00,0.61,-0.22
182,182,2025-10-06 07:30:00,0.59,-0.22
183,183,2025-10-06 08:30:00,0.62,-0.23
184,184,2025-10-06 09:30:00,0.69,-0.26
185,185,2025-10-06 10:30:00,0.77,-0.29
186,186,2025-10-06 11:30:00,0.86,-0.33
187,187,2025-10-06 12:30:00,0.94,-0.35
188,188,2025-10-06 13:30:00,0.97,-0.35
189,189,2025-10-06 14:30:00,0.95,-0.34
190,190,2025-10-06 15:30:00,0.87,-0.31
191,191,2025-10-06 16:30:00,0.76,-0.27
192,192,2025-10-06 17:30:00,0.66,-0.23
193,193,2025-10-06 18:30:00,0.59,-0.21
194,194,2025-10-06 19:30:00,0.55,-0.2
195,195,2025-10-06 20:30:00,0.57,-0.21
196,196,2025-10-06 21:30:00,0.62,-0.24
197,197,2025-10-06 22:30:00,0.71,-0.28
198,198,2025-10-06 23:30:00,0.8,-0.32
