N,itm,Date,t,s
1,1,2025-10-19 18:30:00,12.7,33.7
2,2,2025-10-19 19:30:00,12.6,33.8
3,3,2025-10-19 20:30:00,12.47,33.8
4,4,2025-10-19 21:30:00,12.35,33.8
5,5,2025-10-19 22:30:00,12.26,33.8
6,6,2025-10-19 23:30:00,12.25,33.9
7,7,2025-10-20 00:30:00,12.31,33.9
8,8,2025-10-20 01:30:00,12.41,33.8
9,9,2025-10-20 02:30:00,12.53,33.8
10,10,2025-10-20 03:30:00,12.59,33.8
11,11,2025-10-20 04:30:00,12.6,33.8
12,12,2025-10-20 05:30:00,12.57,33.8
13,13,2025-10-20 06:30:00,12.55,33.8
14,14,2025-10-20 07:30:00,12.52,33.8
15,15,2025-10-20 08:30:00,12.33,33.7
16,16,2025-10-20 09:30:00,11.83,33.5
17,17,2025-10-20 10:30:00,11.66,33.5
18,18,2025-10-20 11:30:00,11.82,33.5
19,19,2025-10-20 12:30:00,11.87,33.6
20,20,2025-10-20 13:30:00,11.91,33.6
21,21,2025-10-20 14:30:00,11.93,33.6
22,22,2025-10-20 15:30:00,11.94,33.6
23,23,2025-10-20 16:30:00,11.93,33.6
24,24,2025-10-20 17:30:00,11.91,33.7
25,25,2025-10-20 18:30:00,11.88,33.7
26,26,2025-10-20 19:30:00,11.85,33.7
27,27,2025-10-20 20:30:00,11.84,33.7
28,28,2025-10-20 21:30:00,11.83,33.7
29,29,2025-10-20 22:30:00,11.83,33.7
30,30,2025-10-20 23:30:00,11.82,33.7
31,31,2025-10-21 00:30:00,11.81,33.7
32,32,2025-10-21 01:30:00,11.77,33.7
33,33,2025-10-21 02:30:00,11.73,33.7
34,34,2025-10-21 03:30:00,11.68,33.8
35,35,2025-10-21 04:30:00,11.65,33.8
36,36,2025-10-21 05:30:00,11.66,33.7
37,37,2025-10-21 06:30:00,11.72,33.7
38,38,2025-10-21 07:30:00,11.74,33.6
39,39,2025-10-21 08:30:00,11.73,33.6
40,40,2025-10-21 09:30:00,11.72,33.6
41,41,2025-10-21 10:30:00,11.69,33.5
42,42,2025-10-21 11:30:00,11.7,33.5
43,43,2025-10-21 12:30:00,11.76,33.5
44,44,2025-10-21 13:30:00,11.68,33.6
45,45,2025-10-21 14:30:00,11.71,33.5
46,46,2025-10-21 15:30:00,11.83,33.5
47,47,2025-10-21 16:30:00,11.89,33.5
48,48,2025-10-21 17:30:00,11.91,33.5
49,49,2025-10-21 18:30:00,11.9,33.5
50,50,2025-10-21 19:30:00,11.89,33.5
51,51,2025-10-21 20:30:00,11.88,33.6
52,52,2025-10-21 21:30:00,11.84,33.6
53,53,2025-10-21 22:30:00,11.8,33.6
54,54,2025-10-21 23:30:00,11.71,33.7
55,55,2025-10-22 00:30:00,11.59,33.7
56,56,2025-10-22 01:30:00,11.43,33.8
57,57,2025-10-22 02:30:00,11.26,33.8
58,58,2025-10-22 03:30:00,11.12,33.8
59,59,2025-10-22 04:30:00,11.06,33.8
60,60,2025-10-22 05:30:00,11.11,33.8
