Site,Date,Depth,Temp
96_ton,2020-01-01,5,0.0352488979697227
96_ton,2020-01-01,10,0.0389111191034317
96_ton,2020-01-01,15,0.1311990916728973
96_ton,2020-01-01,20,0.3033234849572181
96_ton,2020-01-01,30,1.5316324532032013
96_ton,2020-01-01,40,3.119571536779404
96_ton,2020-01-02,5,-0.0921963974833488
96_ton,2020-01-02,10,-0.0907315090298652
96_ton,2020-01-02,15,-0.0680257380008697
96_ton,2020-01-02,20,-0.0511795207858085
96_ton,2020-01-02,30,0.20590840280056
96_ton,2020-01-02,40,2.6581316739320755
96_ton,2020-01-03,5,-0.2994781136512756
96_ton,2020-01-03,10,-0.2862941175699234
96_ton,2020-01-03,15,-0.1962034776806831
96_ton,2020-01-03,20,-0.1398052722215652
96_ton,2020-01-03,30,0.4688558802008629
96_ton,2020-01-03,40,2.6823023334145546
96_ton,2020-01-04,5,-0.3558763191103935
96_ton,2020-01-04,10,-0.2745750099420547
96_ton,2020-01-04,15,-0.1420026049017906
96_ton,2020-01-04,20,-0.0453199669718742
96_ton,2020-01-04,30,1.2496414259076118
96_ton,2020-01-04,40,2.7841120809316635
96_ton,2020-01-05,5,-0.3588060960173607
96_ton,2020-01-05,10,-0.3273109942674637
96_ton,2020-01-05,15,-0.2753074541687965
96_ton,2020-01-05,20,-0.1984008103609085
96_ton,2020-01-05,30,1.4188360422849655
96_ton,2020-01-05,40,2.827326290309429
96_ton,2020-01-06,5,-0.3793145343661308
96_ton,2020-01-06,10,-0.378582090139389
96_ton,2020-01-06,15,-0.3763847574591636
96_ton,2020-01-06,20,-0.3741874247789383
96_ton,2020-01-06,30,-0.1918088123202324
96_ton,2020-01-06,40,2.001861646771431
96_ton,2020-01-07,5,-0.3653980940580368
96_ton,2020-01-07,10,-0.3426923230290413
96_ton,2020-01-07,15,-0.238685242831707
96_ton,2020-01-07,20,-0.154454156756401
96_ton,2020-01-07,30,0.709830030798912
96_ton,2020-01-07,40,2.687429443001747
96_ton,2020-01-08,5,-0.4488967359066009
96_ton,2020-01-08,10,-0.4232611879706383
96_ton,2020-01-08,15,-0.3082674443721771
96_ton,2020-01-08,20,-0.2269661352038383
96_ton,2020-01-08,30,0.6343882754445076
96_ton,2020-01-08,40,2.699148550629616
96_ton,2020-01-09,5,-0.5909909158945084
96_ton,2020-01-09,10,-0.5741446986794472
96_ton,2020-01-09,15,-0.3441572114825248
96_ton,2020-01-09,20,-0.2320932447910308
96_ton,2020-01-09,30,0.4857020974159241
96_ton,2020-01-09,40,2.272133566439152
96_ton,2020-01-10,5,-0.7667775303125381
96_ton,2020-01-10,10,-0.7045197710394859
96_ton,2020-01-10,15,-0.4203314110636711
96_ton,2020-01-10,20,-0.2137821391224861
96_ton,2020-01-10,30,0.7266762480139732
96_ton,2020-01-10,40,2.020905196666717
96_ton,2020-01-11,5,-0.7565233111381531
96_ton,2020-01-11,10,-0.6913357749581337
96_ton,2020-01-11,15,-0.5514389276504517
96_ton,2020-01-11,20,-0.4283882975578308
96_ton,2020-01-11,30,0.5604114085435867
96_ton,2020-01-11,40,1.8919950127601624
96_ton,2020-01-12,5,-0.861995279788971
96_ton,2020-01-12,10,-0.8297677338123322
96_ton,2020-01-12,15,-0.6722922250628471
96_ton,2020-01-12,20,-0.5338602662086487
96_ton,2020-01-12,30,0.4197821170091629
96_ton,2020-01-12,40,1.6847132965922356
96_ton,2020-01-13,5,-0.8385570645332336
96_ton,2020-01-13,10,-0.7990050762891769
96_ton,2020-01-13,15,-0.5228736028075218
96_ton,2020-01-13,20,-0.2848292291164398
96_ton,2020-01-13,30,0.9962157234549522
96_ton,2020-01-13,40,1.7630848288536072
96_ton,2020-01-14,5,-0.8502761721611023
96_ton,2020-01-14,10,-0.7440717592835426
96_ton,2020-01-14,15,-0.1969359219074249
96_ton,2020-01-14,20,0.2447279468178749
96_ton,2020-01-14,30,1.8341319188475609
96_ton,2020-01-14,40,2.3776055350899696
96_ton,2020-01-15,5,-0.980651244521141
96_ton,2020-01-15,10,-0.7067171037197113
96_ton,2020-01-15,15,0.0381786748766899
96_ton,2020-01-15,20,0.4556718841195106
96_ton,2020-01-15,30,2.0216376408934598
96_ton,2020-01-15,40,2.7430952042341232
96_ton,2020-01-16,5,-1.0766014382243156
96_ton,2020-01-16,10,-0.8202459588646889
96_ton,2020-01-16,15,-0.032135970890522
96_ton,2020-01-16,20,0.3626514673233032
96_ton,2020-01-16,30,1.6744590774178505
96_ton,2020-01-16,40,2.600268580019474
96_ton,2020-01-17,5,-1.0216681212186811
96_ton,2020-01-17,10,-0.8707846105098724
96_ton,2020-01-17,15,0.0498977825045585
96_ton,2020-01-17,20,0.5113376453518867
96_ton,2020-01-17,30,2.022370085120201
96_ton,2020-01-17,40,2.58635213971138
96_ton,2020-01-18,5,-1.0868556573987007
96_ton,2020-01-18,10,-0.844416618347168
96_ton,2020-01-18,15,0.2183599546551704
96_ton,2020-01-18,20,0.709830030798912
96_ton,2020-01-18,30,2.376873090863228
96_ton,2020-01-18,40,2.6757103353738785
96_ton,2020-01-19,5,-1.1410565301775932
96_ton,2020-01-19,10,-0.5638904795050621
96_ton,2020-01-19,15,0.56993318349123
96_ton,2020-01-19,20,1.1397747918963432
96_ton,2020-01-19,30,2.46769617497921
96_ton,2020-01-19,40,2.673513002693653
96_ton,2020-01-20,5,-1.1132236495614052
96_ton,2020-01-20,10,-0.6759544461965561
96_ton,2020-01-20,15,0.4747154340147972
96_ton,2020-01-20,20,1.0965605825185776
96_ton,2020-01-20,30,2.412030413746834
96_ton,2020-01-20,40,2.659596562385559
96_ton,2020-01-21,5,-1.1432538628578186
96_ton,2020-01-21,10,-0.8949552699923515
96_ton,2020-01-21,15,0.2403332814574241
96_ton,2020-01-21,20,0.8760948702692986
96_ton,2020-01-21,30,2.373210869729519
96_ton,2020-01-21,40,2.631763681769371
96_ton,2020-01-22,5,-1.0883205458521843
96_ton,2020-01-22,10,-0.9725943580269814
96_ton,2020-01-22,15,-0.2159794718027115
96_ton,2020-01-22,20,0.4820398762822151
96_ton,2020-01-22,30,2.139561161398888
96_ton,2020-01-22,40,2.561449036002159
96_ton,2020-01-23,5,-1.0692769959568975
96_ton,2020-01-23,10,-0.8063295185565948
96_ton,2020-01-23,15,0.2527848333120346
96_ton,2020-01-23,20,0.748649574816227
96_ton,2020-01-23,30,2.313150443136692
96_ton,2020-01-23,40,2.5013886094093323
96_ton,2020-01-24,5,-0.8744468316435814
96_ton,2020-01-24,10,-0.714773990213871
