Site,Date,Depth,Temp,Source,ref_src,depth_used,dz,flag,dist_km,lon_used,lat_used,iy_used,ix_used,file
2_sar,2022-01-21,15,-0.6598406732082367,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-21,20,-0.6561784520745277,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-22,5,-0.8685872778296471,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-22,10,-0.8612628355622292,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-22,15,-0.8576006144285202,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-22,20,-0.8561357259750366,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-23,5,-0.9799188002943993,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-23,10,-0.9762565791606903,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-23,15,-0.9733268022537231,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-23,20,-0.9733268022537231,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-24,5,-1.03338722884655,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-24,10,-1.023133009672165,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-24,15,-1.0180059000849724,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-24,20,-1.0180059000849724,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-25,5,-1.124210312962532,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-25,10,-1.0993072092533112,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-25,15,-1.0560929998755455,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-25,20,-1.0458387807011604,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-26,5,-1.2355418354272842,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-26,10,-1.1703542992472649,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-26,15,-1.026062786579132,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-26,20,-0.9923703521490097,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-27,5,-1.3541978001594543,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-27,10,-1.239936500787735,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-27,15,-0.9931027963757515,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-27,20,-0.9359721466898918,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-28,5,-1.3769035711884499,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-28,10,-1.2457960546016693,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-28,15,-0.9323099255561829,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-28,20,-0.8524735048413277,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-29,5,-1.2289498373866081,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-29,10,-1.0341196730732918,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-01-29,15,-0.6730246692895889,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
