Date,Depth,Temp,Salinity
2021-09-08 03:00:00,10,21.60,34.09
2021-09-08 03:00:00,15,21.60,34.08
2021-09-08 03:00:00,20,21.33,34.09
2021-09-08 03:00:00,30,19.00,34.10
2021-09-08 03:00:00,40,15.48,34.15
2021-09-08 03:00:00,50,13.60,34.32
2021-09-08 03:00:00,65,12.24,34.27
2021-09-08 03:00:00,80,10.75,34.20
2021-09-08 03:00:00,100,9.57,34.13
2021-09-08 07:00:00,5,21.55,34.14
2021-09-08 07:00:00,10,21.54,34.14
2021-09-08 07:00:00,15,21.54,34.14
2021-09-08 07:00:00,20,21.38,34.14
2021-09-08 07:00:00,30,19.90,34.15
2021-09-08 07:00:00,40,16.16,34.20
2021-09-08 07:00:00,50,13.50,34.33
2021-09-08 07:00:00,65,12.09,34.31
2021-09-08 07:00:00,80,10.62,34.25
2021-09-08 07:00:00,100,9.51,34.17
2021-09-09 03:00:00,5,21.37,34.47
2021-09-09 03:00:00,10,21.37,34.08
2021-09-09 03:00:00,15,21.37,34.08
2021-09-09 03:00:00,20,21.30,34.07
2021-09-09 03:00:00,30,16.70,34.08
2021-09-09 03:00:00,40,13.86,34.27
2021-09-09 03:00:00,50,12.66,34.24
2021-09-09 03:00:00,65,11.26,34.19
2021-09-09 03:00:00,80,10.36,34.15
2021-09-09 03:00:00,100,9.74,34.12
2021-09-09 07:00:00,65,11.16,34.26
2021-09-09 07:00:00,80,10.66,34.22
2021-09-09 07:00:00,100,10.03,34.20
2021-09-09 08:00:00,5,21.33,34.14
2021-09-09 08:00:00,10,21.32,34.12
2021-09-09 08:00:00,15,21.32,34.15
2021-09-09 08:00:00,20,21.30,34.15
2021-09-09 08:00:00,30,15.99,34.22
2021-09-09 08:00:00,40,13.94,34.33
2021-09-09 08:00:00,50,12.47,34.31
2021-09-10 03:00:00,5,21.66,34.24
2021-09-10 03:00:00,10,21.58,34.07
2021-09-10 03:00:00,15,21.56,34.07
2021-09-10 03:00:00,20,21.54,34.06
2021-09-10 03:00:00,30,19.77,34.04
2021-09-10 03:00:00,40,14.44,34.16
2021-09-10 03:00:00,50,12.38,34.08
2021-09-10 03:00:00,65,11.41,34.17
2021-09-10 03:00:00,80,10.11,34.12
2021-09-10 03:00:00,100,9.72,34.10
2021-09-10 07:00:00,5,21.68,34.16
2021-09-10 07:00:00,10,21.67,34.15
2021-09-10 07:00:00,15,21.59,34.16
2021-09-10 07:00:00,20,21.53,34.15
2021-09-10 07:00:00,30,18.14,34.14
2021-09-10 07:00:00,40,14.09,34.25
2021-09-10 07:00:00,50,12.18,34.20
2021-09-10 07:00:00,65,11.35,34.24
2021-09-10 07:00:00,80,9.91,34.18
2021-09-10 07:00:00,100,9.55,34.17
2021-09-15 03:00:00,5,20.65,34.11
2021-09-15 03:00:00,10,20.61,34.07
2021-09-15 03:00:00,15,20.48,34.05
2021-09-15 03:00:00,20,20.43,34.05
2021-09-15 03:00:00,30,15.55,34.10
2021-09-15 03:00:00,40,12.98,34.19
2021-09-15 03:00:00,50,11.75,34.15
2021-09-15 03:00:00,65,10.74,34.14
2021-09-15 03:00:00,80,9.73,34.10
2021-09-15 03:00:00,100,8.90,34.06
2021-09-15 08:00:00,5,20.50,34.17
2021-09-15 08:00:00,10,20.50,34.17
2021-09-15 08:00:00,15,20.50,34.17
2021-09-15 08:00:00,20,20.39,34.15
2021-09-15 08:00:00,30,15.88,34.22
2021-09-15 08:00:00,40,13.52,34.30
2021-09-15 08:00:00,50,11.72,34.19
2021-09-15 08:00:00,65,10.81,34.22
2021-09-15 08:00:00,80,9.73,34.17
2021-09-15 08:00:00,100,8.44,34.14
2021-09-16 03:00:00,5,20.96,34.14
2021-09-16 03:00:00,10,20.87,34.13
2021-09-16 03:00:00,15,20.74,34.15
2021-09-16 03:00:00,20,20.72,34.15
2021-09-16 03:00:00,30,15.42,34.08
2021-09-16 03:00:00,40,13.00,34.17
2021-09-16 03:00:00,50,12.03,34.17
2021-09-16 03:00:00,65,10.91,34.16
2021-09-16 03:00:00,80,9.80,34.11
2021-09-16 03:00:00,100,8.27,34.06
2021-09-16 08:00:00,5,21.01,34.13
2021-09-16 08:00:00,10,21.01,34.12
2021-09-16 08:00:00,15,21.00,34.13
2021-09-16 08:00:00,20,21.00,34.13
2021-09-16 08:00:00,30,15.92,34.18
2021-09-16 08:00:00,40,12.84,34.26
2021-09-16 08:00:00,50,12.18,34.26
2021-09-16 08:00:00,65,10.74,34.21
2021-09-16 08:00:00,80,9.78,34.17
2021-09-16 08:00:00,100,8.42,34.11
2021-09-18 03:00:00,5,20.90,34.11
2021-09-18 03:00:00,10,20.90,34.06
2021-09-18 03:00:00,15,20.90,34.06
2021-09-18 03:00:00,20,20.90,34.06
2021-09-18 03:00:00,30,17.46,34.04
2021-09-18 03:00:00,40,12.99,34.10
2021-09-18 03:00:00,50,11.82,34.11
2021-09-18 03:00:00,65,11.26,34.13
2021-09-18 03:00:00,80,10.57,34.08
2021-09-18 03:00:00,100,9.42,34.04
2021-09-18 07:00:00,5,20.96,34.10
2021-09-18 07:00:00,10,20.96,34.09
2021-09-18 07:00:00,15,20.97,34.10
2021-09-18 07:00:00,20,20.97,34.10
2021-09-18 07:00:00,30,18.58,34.12
2021-09-18 07:00:00,40,14.38,34.20
2021-09-18 07:00:00,50,11.96,34.18
2021-09-18 07:00:00,65,11.13,34.16
2021-09-18 07:00:00,80,10.04,34.12
2021-09-18 07:00:00,100,8.63,34.06
2021-09-20 03:00:00,5,20.42,34.64
2021-09-20 03:00:00,10,20.43,34.07
2021-09-20 03:00:00,15,20.43,34.07
2021-09-20 03:00:00,20,20.42,34.07
2021-09-20 03:00:00,30,20.01,34.02
2021-09-20 03:00:00,40,14.49,34.09
2021-09-20 03:00:00,50,11.96,34.13
2021-09-20 03:00:00,65,10.89,34.10
2021-09-20 03:00:00,80,8.06,34.02
2021-09-20 03:00:00,100,5.97,33.98
2021-09-20 07:00:00,5,20.26,34.12
2021-09-20 07:00:00,10,20.26,34.11
2021-09-20 07:00:00,15,20.26,34.11
2021-09-20 07:00:00,20,20.00,34.12
2021-09-20 07:00:00,30,17.62,34.12
2021-09-20 07:00:00,40,12.82,34.17
2021-09-20 07:00:00,50,11.55,34.15
2021-09-20 07:00:00,65,10.34,34.14
2021-09-20 07:00:00,80,7.84,34.04
2021-09-20 07:00:00,100,5.99,34.01
2021-09-21 03:00:00,5,20.15,34.10
2021-09-21 03:00:00,10,20.15,34.07
2021-09-21 03:00:00,15,20.15,34.07
2021-09-21 03:00:00,20,20.12,34.07
2021-09-21 03:00:00,30,19.16,34.16
2021-09-21 03:00:00,40,12.54,34.10
2021-09-21 03:00:00,50,11.46,34.10
2021-09-21 03:00:00,65,10.46,34.07
2021-09-21 03:00:00,80,7.60,34.01
2021-09-21 03:00:00,100,6.37,33.98
2021-09-21 07:00:00,5,20.37,34.11
2021-09-21 07:00:00,10,20.34,34.11
2021-09-21 07:00:00,15,20.27,34.12
2021-09-21 07:00:00,20,20.23,34.12
2021-09-21 07:00:00,30,17.03,34.11
2021-09-21 07:00:00,40,12.86,34.12
2021-09-21 07:00:00,50,11.47,34.14
2021-09-21 07:00:00,65,10.60,34.12
2021-09-21 07:00:00,80,7.76,34.03
2021-09-21 07:00:00,100,6.63,34.01
2021-09-24 03:00:00,5,19.48,34.06
2021-09-24 03:00:00,10,19.48,34.05
2021-09-24 03:00:00,15,19.48,34.05
2021-09-24 03:00:00,20,19.45,34.05
2021-09-24 03:00:00,30,19.32,34.05
2021-09-24 03:00:00,40,19.22,34.05
2021-09-24 03:00:00,50,13.66,34.13
2021-09-24 03:00:00,65,10.06,34.06
2021-09-24 03:00:00,80,8.57,34.01
2021-09-24 03:00:00,100,6.85,33.97
2021-09-24 07:00:00,5,19.30,34.08
2021-09-24 07:00:00,10,19.29,34.09
2021-09-24 07:00:00,15,19.29,34.07
2021-09-24 07:00:00,20,19.26,34.08
2021-09-24 07:00:00,30,19.21,34.09
2021-09-24 07:00:00,40,14.55,34.32
2021-09-24 07:00:00,50,11.56,34.14
2021-09-24 07:00:00,65,9.64,34.06
2021-09-24 07:00:00,80,8.26,34.02
2021-09-24 07:00:00,100,6.47,33.99
2021-09-26 03:00:00,5,19.25,34.28
2021-09-26 03:00:00,10,19.26,34.05
2021-09-26 03:00:00,15,19.25,34.05
2021-09-26 03:00:00,20,19.25,34.05
2021-09-26 03:00:00,30,19.14,34.05
2021-09-26 03:00:00,40,14.37,34.10
2021-09-26 03:00:00,50,12.76,34.10
2021-09-26 03:00:00,65,10.34,34.05
2021-09-26 03:00:00,80,8.43,33.98
2021-09-26 03:00:00,100,5.98,33.94
2021-09-26 09:00:00,5,19.08,34.14
2021-09-26 09:00:00,10,19.05,34.14
2021-09-26 09:00:00,15,19.03,34.14
2021-09-26 09:00:00,20,19.03,34.14
2021-09-26 09:00:00,30,18.59,34.13
2021-09-26 09:00:00,40,12.84,34.20
2021-09-26 09:00:00,50,11.64,34.18
2021-09-26 09:00:00,65,9.90,34.14
2021-09-26 09:00:00,80,8.12,34.07
2021-09-26 09:00:00,100,6.41,34.01
2021-09-27 03:00:00,5,19.14,34.45
2021-09-27 03:00:00,10,19.14,34.05
2021-09-27 03:00:00,15,19.14,34.04
2021-09-27 03:00:00,20,19.14,34.04
2021-09-27 03:00:00,30,19.00,34.03
2021-09-27 03:00:00,40,12.93,34.03
2021-09-27 03:00:00,50,11.21,34.05
2021-09-27 03:00:00,65,9.80,34.02
2021-09-27 03:00:00,80,8.27,33.96
2021-09-27 03:00:00,100,6.18,33.93
2021-09-27 09:00:00,5,19.16,34.11
2021-09-27 09:00:00,10,19.14,34.10
2021-09-27 09:00:00,15,19.14,34.11
2021-09-27 09:00:00,20,19.13,34.11
2021-09-27 09:00:00,30,14.60,34.17
2021-09-27 09:00:00,40,12.12,34.16
2021-09-27 09:00:00,50,11.04,34.13
2021-09-27 09:00:00,65,9.68,34.08
2021-09-27 09:00:00,80,8.40,34.03
2021-09-27 09:00:00,100,6.05,33.99
2021-10-02 03:00:00,5,19.16,34.04
2021-10-02 03:00:00,10,19.16,34.04
2021-10-02 03:00:00,15,19.16,34.04
2021-10-02 03:00:00,20,19.14,34.04
2021-10-02 03:00:00,30,18.98,34.03
2021-10-02 03:00:00,40,12.32,34.10
2021-10-02 03:00:00,50,11.06,34.07
2021-10-02 03:00:00,65,9.61,34.00
2021-10-02 03:00:00,80,8.49,33.98
2021-10-02 03:00:00,100,6.74,33.94
2021-10-02 06:00:00,5,19.13,34.09
2021-10-02 06:00:00,10,19.12,34.10
2021-10-02 06:00:00,15,19.07,34.10
2021-10-02 06:00:00,20,19.02,34.10
2021-10-02 06:00:00,30,17.18,34.08
2021-10-02 06:00:00,40,11.67,34.14
2021-10-02 06:00:00,50,11.09,34.11
2021-10-02 06:00:00,65,9.70,34.06
2021-10-02 06:00:00,80,8.48,34.02
2021-10-02 06:00:00,100,6.76,33.98
2021-10-05 05:00:00,5,18.49,34.90
2021-10-05 05:00:00,10,18.49,34.87
2021-10-05 05:00:00,15,18.49,34.85
2021-10-05 05:00:00,20,18.49,34.84
