N,itm,Date,u,v
1,1,2025-09-28 18:30:00,0.24,-0.24
2,2,2025-09-28 19:30:00,0.29,-0.29
3,3,2025-09-28 20:30:00,0.29,-0.29
4,4,2025-09-28 21:30:00,0.26,-0.29
5,5,2025-09-28 22:30:00,0.18,-0.23
6,6,2025-09-28 23:30:00,0.14,-0.19
7,7,2025-09-29 00:30:00,0.12,-0.12
8,8,2025-09-29 01:30:00,0.13,-0.12
9,9,2025-09-29 02:30:00,0.15,-0.13
10,10,2025-09-29 03:30:00,0.16,-0.15
11,11,2025-09-29 04:30:00,0.15,-0.14
12,12,2025-09-29 05:30:00,0.12,-0.13
13,13,2025-09-29 06:30:00,0.09,-0.1
14,14,2025-09-29 07:30:00,0.04,-0.06
15,15,2025-09-29 08:30:00,-0.01,0.0
16,16,2025-09-29 09:30:00,-0.07,0.08
17,17,2025-09-29 10:30:00,-0.12,0.13
18,18,2025-09-29 11:30:00,-0.14,0.16
19,19,2025-09-29 12:30:00,-0.14,0.18
20,20,2025-09-29 13:30:00,-0.12,0.17
21,21,2025-09-29 14:30:00,-0.08,0.13
22,22,2025-09-29 15:30:00,-0.02,0.06
23,23,2025-09-29 16:30:00,0.06,-0.03
24,24,2025-09-29 17:30:00,0.14,-0.13
25,25,2025-09-29 18:30:00,0.2,-0.2
26,26,2025-09-29 19:30:00,0.25,-0.27
27,27,2025-09-29 20:30:00,0.29,-0.3
28,28,2025-09-29 21:30:00,0.32,-0.3
29,29,2025-09-29 22:30:00,0.31,-0.31
30,30,2025-09-29 23:30:00,0.28,-0.32
31,31,2025-09-30 00:30:00,0.19,-0.25
32,32,2025-09-30 01:30:00,0.1,-0.17
33,33,2025-09-30 02:30:00,0.05,-0.09
34,34,2025-09-30 03:30:00,0.01,-0.03
35,35,2025-09-30 04:30:00,-0.01,-0.0
36,36,2025-09-30 05:30:00,-0.02,0.03
37,37,2025-09-30 06:30:00,-0.03,0.05
38,38,2025-09-30 07:30:00,-0.05,0.07
39,39,2025-09-30 08:30:00,-0.07,0.08
40,40,2025-09-30 09:30:00,-0.1,0.1
41,41,2025-09-30 10:30:00,-0.12,0.1
42,42,2025-09-30 11:30:00,-0.14,0.12
43,43,2025-09-30 12:30:00,-0.15,0.15
44,44,2025-09-30 13:30:00,-0.15,0.16
45,45,2025-09-30 14:30:00,-0.13,0.14
46,46,2025-09-30 15:30:00,-0.08,0.09
47,47,2025-09-30 16:30:00,-0.02,0.03
48,48,2025-09-30 17:30:00,0.06,-0.07
49,49,2025-09-30 18:30:00,0.13,-0.15
50,50,2025-09-30 19:30:00,0.19,-0.22
51,51,2025-09-30 20:30:00,0.25,-0.26
